disease,severity,tmean_c,rain_7d_mm,humidity_pct,risk_level
leaf_curl,mild,24.3,8.51,96.8,MEDIUM
mites,moderate,27.91,6.43,60.6,MEDIUM
mosaic,mild,32.25,2.46,82.7,MEDIUM
mosaic,mild,31.71,0.91,53.8,HIGH
mites,mild,32.89,0.41,40.0,HIGH
anthracnose,mild,34.83,30.05,75.4,LOW
mites,mild,35.13,0.73,86.5,MEDIUM
anthracnose,moderate,20.51,5.5,82.8,MEDIUM
mosaic,moderate,24.99,8.13,67.0,HIGH
mosaic,mild,25.54,4.8,73.1,HIGH
mites,mild,29.56,15.43,49.2,MEDIUM
leaf_curl,moderate,26.88,24.3,76.5,CRITICAL
mosaic,moderate,22.16,41.11,56.5,MEDIUM
mosaic,moderate,23.99,4.21,77.7,MEDIUM
anthracnose,moderate,27.67,20.66,75.2,HIGH
mosaic,moderate,29.23,1.83,62.8,CRITICAL
mites,mild,31.44,0.68,33.3,HIGH
leaf_curl,severe,26.59,50.32,75.6,CRITICAL
anthracnose,moderate,30.75,1.61,74.7,MEDIUM
mites,severe,29.22,0.33,58.5,CRITICAL
mosaic,mild,21.6,3.87,54.5,MEDIUM
mosaic,severe,35.31,22.94,64.4,CRITICAL
leaf_curl,moderate,27.15,60.32,59.5,HIGH
leaf_curl,mild,30.22,108.37,69.9,HIGH
leaf_curl,moderate,35.2,1.21,83.8,CRITICAL
anthracnose,mild,30.85,17.9,80.5,MEDIUM
anthracnose,moderate,24.66,2.01,82.0,HIGH
mites,severe,31.98,17.15,39.6,CRITICAL
leaf_curl,severe,25.68,9.07,86.8,CRITICAL
mites,severe,26.11,10.9,63.9,HIGH
anthracnose,moderate,28.0,21.56,76.8,HIGH
mosaic,severe,28.83,13.06,63.5,CRITICAL
leaf_curl,moderate,27.51,31.95,77.9,CRITICAL
mosaic,moderate,30.68,28.96,56.5,CRITICAL
mosaic,moderate,27.93,12.8,46.5,CRITICAL
anthracnose,severe,26.33,24.9,87.9,CRITICAL
anthracnose,severe,28.92,8.82,83.5,CRITICAL
leaf_curl,severe,31.49,37.45,97.6,CRITICAL
mosaic,mild,24.36,47.4,50.2,LOW
leaf_curl,mild,30.68,24.92,92.1,HIGH
anthracnose,severe,23.71,38.7,81.0,CRITICAL
mosaic,moderate,25.57,1.06,56.5,CRITICAL
mites,severe,33.9,7.29,89.1,CRITICAL
mites,severe,30.4,13.21,51.1,CRITICAL
anthracnose,mild,25.96,66.9,69.1,HIGH
anthracnose,mild,27.94,98.62,71.0,HIGH
leaf_curl,moderate,21.89,18.36,90.8,HIGH
mosaic,moderate,30.56,6.74,48.0,CRITICAL
anthracnose,severe,22.88,8.01,69.5,MEDIUM
mosaic,mild,27.49,12.91,59.9,HIGH
mosaic,moderate,28.7,7.85,72.9,CRITICAL
mosaic,severe,30.82,0.6,57.9,CRITICAL
mites,mild,33.36,4.15,71.8,MEDIUM
mosaic,moderate,29.06,20.72,80.8,HIGH
mosaic,severe,29.02,11.86,58.7,CRITICAL
leaf_curl,moderate,36.3,40.17,78.8,HIGH
mosaic,severe,34.34,4.16,65.1,CRITICAL
mosaic,severe,26.91,55.87,45.4,CRITICAL
leaf_curl,mild,22.98,16.08,79.0,HIGH
anthracnose,mild,26.48,53.58,67.4,HIGH
mites,severe,31.29,17.35,54.4,CRITICAL
mites,severe,32.5,7.71,49.9,CRITICAL
mosaic,severe,25.26,17.69,77.3,CRITICAL
anthracnose,mild,27.9,15.76,96.1,MEDIUM
leaf_curl,severe,32.04,27.32,81.1,CRITICAL
mosaic,mild,28.85,12.45,84.0,MEDIUM
anthracnose,moderate,24.0,26.04,70.2,HIGH
mosaic,moderate,32.65,11.37,65.5,HIGH
anthracnose,mild,32.2,13.18,74.5,LOW
leaf_curl,mild,28.28,14.16,66.0,HIGH
mites,severe,33.58,3.22,66.8,CRITICAL
anthracnose,severe,27.13,13.93,71.5,HIGH
anthracnose,severe,28.93,15.34,67.9,HIGH
anthracnose,mild,28.95,18.39,82.6,MEDIUM
mites,mild,27.79,2.31,51.0,HIGH
mites,moderate,34.94,10.31,100.0,HIGH
leaf_curl,moderate,22.94,10.87,93.2,CRITICAL
mites,severe,27.44,11.5,83.5,HIGH
mosaic,moderate,30.8,23.88,68.6,HIGH
leaf_curl,mild,29.93,14.96,88.8,HIGH
mosaic,mild,26.83,13.04,59.4,HIGH
mosaic,mild,34.3,39.5,64.1,MEDIUM
mites,severe,32.77,2.74,64.2,CRITICAL
mites,severe,27.88,39.11,43.7,HIGH
mosaic,moderate,24.07,24.05,80.8,MEDIUM
leaf_curl,moderate,37.66,152.73,75.6,HIGH
leaf_curl,mild,27.75,10.37,85.5,HIGH
leaf_curl,severe,29.22,6.75,75.3,CRITICAL
anthracnose,mild,34.0,13.4,68.6,LOW
anthracnose,severe,29.53,20.87,74.5,CRITICAL
leaf_curl,severe,28.48,4.25,88.8,CRITICAL
mites,severe,28.64,1.52,58.6,CRITICAL
leaf_curl,moderate,31.45,37.9,83.3,CRITICAL
leaf_curl,mild,24.86,6.57,71.0,HIGH
anthracnose,mild,29.75,19.36,71.4,MEDIUM
anthracnose,moderate,25.17,93.07,79.0,CRITICAL
mosaic,moderate,27.89,1.88,63.5,CRITICAL
anthracnose,severe,30.78,3.51,70.7,HIGH
mosaic,moderate,30.79,15.22,72.4,HIGH
mosaic,moderate,25.2,9.1,64.1,CRITICAL
leaf_curl,mild,28.8,25.87,71.6,HIGH
mites,mild,30.97,4.71,44.3,HIGH
mites,mild,30.64,1.61,55.4,HIGH
anthracnose,mild,31.46,41.12,76.4,MEDIUM
mites,severe,31.68,10.55,67.3,CRITICAL
mosaic,severe,25.55,4.15,66.9,CRITICAL
mosaic,mild,29.4,1.24,70.8,HIGH
anthracnose,mild,27.15,7.69,84.0,MEDIUM
anthracnose,mild,26.96,65.85,60.0,MEDIUM
mites,severe,28.0,1.98,58.2,CRITICAL
mites,severe,31.86,2.17,50.9,CRITICAL
mites,severe,29.11,15.29,62.5,HIGH
leaf_curl,moderate,30.75,5.67,79.5,CRITICAL
mosaic,severe,22.59,2.17,73.9,CRITICAL
leaf_curl,mild,23.39,2.96,76.4,HIGH
mosaic,mild,31.31,8.06,46.4,HIGH
mosaic,severe,31.05,0.7,73.4,CRITICAL
mosaic,mild,24.1,13.96,56.5,MEDIUM
anthracnose,moderate,22.01,1.38,61.0,LOW
mites,severe,30.78,3.24,42.2,CRITICAL
anthracnose,severe,35.22,140.27,70.6,CRITICAL
mites,severe,31.75,1.39,75.8,CRITICAL
anthracnose,moderate,24.34,26.07,100.0,CRITICAL
anthracnose,moderate,25.19,33.94,69.6,HIGH
mites,severe,30.43,12.09,56.2,CRITICAL
anthracnose,moderate,28.16,54.49,79.0,CRITICAL
mites,mild,30.29,16.56,77.2,LOW
mites,mild,27.27,1.98,61.6,MEDIUM
mites,mild,31.83,3.61,67.4,HIGH
leaf_curl,mild,30.93,30.75,83.1,HIGH
anthracnose,severe,25.99,2.78,77.6,HIGH
mosaic,severe,27.08,62.11,63.6,CRITICAL
mosaic,moderate,31.87,5.4,39.6,CRITICAL
mites,severe,30.09,9.86,69.6,CRITICAL
anthracnose,severe,27.39,40.61,76.2,CRITICAL
leaf_curl,mild,24.89,3.41,94.0,MEDIUM
mites,moderate,34.05,1.46,52.9,CRITICAL
leaf_curl,mild,24.91,24.41,78.3,HIGH
leaf_curl,moderate,32.67,12.96,69.2,CRITICAL
anthracnose,moderate,27.95,2.29,84.6,HIGH
mites,mild,34.2,11.92,68.5,MEDIUM
anthracnose,mild,26.68,42.85,66.7,MEDIUM
leaf_curl,severe,20.19,26.5,74.5,CRITICAL
mosaic,moderate,27.93,20.9,54.9,CRITICAL
anthracnose,moderate,32.42,1.38,87.2,MEDIUM
leaf_curl,mild,28.25,41.7,67.3,HIGH
mosaic,mild,25.47,1.08,66.2,HIGH
anthracnose,moderate,27.12,17.07,60.6,MEDIUM
leaf_curl,mild,32.16,10.1,67.3,HIGH
mosaic,moderate,36.22,4.95,72.8,HIGH
mites,moderate,33.71,9.32,66.0,HIGH
anthracnose,severe,26.3,40.78,91.7,CRITICAL
mites,severe,26.34,12.03,69.0,HIGH
mosaic,moderate,26.99,10.75,46.7,CRITICAL
mosaic,moderate,29.04,35.73,44.1,HIGH
anthracnose,moderate,28.66,8.7,68.8,MEDIUM
mosaic,severe,27.25,7.19,63.4,CRITICAL
leaf_curl,mild,25.64,105.11,63.6,MEDIUM
mosaic,severe,30.25,33.91,65.7,CRITICAL
leaf_curl,moderate,30.69,1.3,92.8,HIGH
anthracnose,severe,38.0,9.46,87.7,MEDIUM
mites,mild,35.03,11.75,68.0,MEDIUM
anthracnose,severe,30.16,31.14,86.6,CRITICAL
leaf_curl,severe,25.18,58.63,68.0,CRITICAL
anthracnose,mild,28.92,6.56,98.8,MEDIUM
leaf_curl,mild,24.1,35.52,64.0,HIGH
anthracnose,mild,29.07,0.32,84.2,MEDIUM
mites,mild,30.64,4.07,48.6,HIGH
mites,mild,30.09,12.66,52.7,MEDIUM
anthracnose,moderate,31.89,30.34,69.9,HIGH
anthracnose,moderate,25.68,23.11,86.9,CRITICAL
mites,mild,27.51,9.22,64.9,MEDIUM
leaf_curl,moderate,38.0,40.13,64.5,HIGH
leaf_curl,moderate,28.74,2.16,60.8,CRITICAL
anthracnose,moderate,29.95,21.07,68.5,HIGH
mites,severe,30.69,34.44,46.9,CRITICAL
anthracnose,moderate,23.76,66.92,85.2,CRITICAL
leaf_curl,mild,27.41,0.71,79.7,HIGH
anthracnose,moderate,32.78,11.81,73.3,LOW
mites,mild,31.02,17.68,50.8,MEDIUM
leaf_curl,mild,25.99,80.53,80.5,HIGH
mites,moderate,31.52,3.92,71.9,CRITICAL
mosaic,moderate,26.36,1.11,76.3,CRITICAL
mosaic,mild,33.02,5.27,69.3,HIGH
leaf_curl,severe,38.0,21.07,85.5,CRITICAL
mosaic,mild,25.93,4.22,84.0,MEDIUM
mosaic,mild,28.22,9.18,68.4,HIGH
leaf_curl,mild,24.33,1.93,92.3,MEDIUM
mites,mild,30.31,0.96,51.3,HIGH
mites,moderate,24.33,0.5,62.0,HIGH
anthracnose,severe,26.91,15.05,64.3,HIGH
anthracnose,severe,26.0,25.7,67.5,CRITICAL
anthracnose,moderate,24.52,4.22,71.2,MEDIUM
mites,moderate,29.19,2.76,54.5,CRITICAL
anthracnose,mild,26.68,8.23,93.7,MEDIUM
mosaic,mild,31.59,49.87,69.1,MEDIUM
mosaic,moderate,25.97,8.67,60.2,CRITICAL
anthracnose,moderate,28.28,26.01,87.5,CRITICAL
leaf_curl,severe,31.07,83.57,81.3,CRITICAL
mosaic,moderate,28.35,8.75,67.8,CRITICAL
anthracnose,moderate,18.0,9.9,78.3,LOW
mites,mild,27.5,0.4,83.8,MEDIUM
mosaic,moderate,29.62,2.46,77.4,CRITICAL
leaf_curl,moderate,26.61,55.74,88.6,HIGH
leaf_curl,mild,33.68,4.09,88.6,MEDIUM
anthracnose,moderate,25.24,11.86,65.5,MEDIUM
mosaic,severe,33.12,30.34,67.7,CRITICAL
leaf_curl,severe,23.29,1.76,100.0,CRITICAL
mites,severe,28.56,1.93,58.3,CRITICAL
leaf_curl,severe,26.31,34.43,79.7,CRITICAL
anthracnose,mild,28.48,10.44,78.4,MEDIUM
anthracnose,mild,25.96,22.73,68.7,MEDIUM
anthracnose,severe,30.69,31.64,81.6,CRITICAL
mosaic,moderate,28.83,5.45,72.2,CRITICAL
mites,mild,29.98,12.07,77.0,MEDIUM
anthracnose,mild,27.19,46.82,78.0,MEDIUM
leaf_curl,moderate,24.19,48.86,84.5,CRITICAL
mosaic,severe,26.15,7.32,69.7,CRITICAL
mosaic,moderate,28.42,13.19,67.3,HIGH
leaf_curl,mild,27.38,20.95,67.9,HIGH
mosaic,mild,27.26,12.69,77.0,MEDIUM
anthracnose,severe,29.05,20.96,82.2,CRITICAL
leaf_curl,severe,29.84,10.31,75.9,CRITICAL
mosaic,moderate,24.63,13.12,57.6,HIGH
leaf_curl,severe,27.21,133.76,66.0,CRITICAL
mites,moderate,34.01,1.56,62.9,CRITICAL
anthracnose,severe,30.23,0.33,71.2,HIGH
mites,severe,26.32,7.51,75.1,HIGH
anthracnose,mild,30.36,20.82,61.2,MEDIUM
mites,moderate,27.82,14.94,62.8,MEDIUM
mosaic,severe,31.81,19.62,67.6,CRITICAL
leaf_curl,severe,27.31,6.51,79.9,CRITICAL
leaf_curl,moderate,27.8,0.3,75.2,CRITICAL
anthracnose,mild,25.31,4.83,84.5,MEDIUM
mites,mild,26.4,9.07,55.0,MEDIUM
anthracnose,moderate,35.13,17.54,89.1,MEDIUM
anthracnose,mild,29.23,50.52,66.5,HIGH
anthracnose,mild,29.68,2.4,85.8,MEDIUM
anthracnose,severe,32.35,21.08,94.6,HIGH
leaf_curl,mild,26.84,46.03,86.3,MEDIUM
anthracnose,moderate,27.0,20.43,86.6,CRITICAL
mites,severe,34.7,11.75,92.3,CRITICAL
anthracnose,severe,26.84,17.01,79.9,HIGH
mites,moderate,33.27,2.12,40.2,CRITICAL
anthracnose,moderate,31.54,29.41,75.3,HIGH
anthracnose,mild,27.33,13.32,98.9,MEDIUM
leaf_curl,severe,25.22,24.14,85.8,CRITICAL
leaf_curl,moderate,26.56,53.4,76.0,CRITICAL
anthracnose,mild,34.7,51.18,71.0,MEDIUM
mites,mild,28.27,5.26,62.1,MEDIUM
mites,moderate,31.68,14.96,53.2,CRITICAL
leaf_curl,moderate,28.86,67.3,100.0,HIGH
anthracnose,moderate,32.98,21.13,72.1,MEDIUM
mosaic,severe,28.63,1.2,68.5,CRITICAL
mites,severe,32.71,6.2,35.5,CRITICAL
mites,severe,29.82,0.74,65.4,CRITICAL
mites,mild,31.18,9.37,44.9,MEDIUM
mites,severe,27.6,1.28,50.1,CRITICAL
leaf_curl,severe,24.43,6.92,83.9,CRITICAL
anthracnose,severe,31.72,51.26,57.9,CRITICAL
leaf_curl,severe,28.66,0.77,81.4,CRITICAL
mites,severe,31.78,7.89,70.3,CRITICAL
mosaic,mild,28.22,4.91,76.3,MEDIUM
mosaic,moderate,27.48,0.89,64.7,CRITICAL
anthracnose,severe,27.71,13.96,69.0,HIGH
mites,moderate,28.29,12.68,78.7,HIGH
mites,severe,27.41,15.21,37.8,HIGH
leaf_curl,moderate,24.69,8.21,55.0,CRITICAL
leaf_curl,severe,28.39,71.44,80.8,CRITICAL
leaf_curl,moderate,29.68,37.47,79.7,CRITICAL
anthracnose,moderate,27.74,131.15,91.0,CRITICAL
leaf_curl,mild,23.99,38.11,80.9,HIGH
leaf_curl,mild,28.51,5.4,81.5,HIGH
leaf_curl,severe,27.05,70.38,75.0,CRITICAL
mites,severe,29.66,21.45,67.7,HIGH
leaf_curl,moderate,29.33,11.93,72.2,CRITICAL
mosaic,moderate,27.79,16.13,54.1,CRITICAL
mites,severe,28.62,4.71,48.8,CRITICAL
anthracnose,moderate,28.03,14.12,80.0,HIGH
anthracnose,severe,34.54,17.74,73.2,LOW
mosaic,moderate,28.42,24.79,90.2,HIGH
mites,moderate,28.83,8.43,58.7,HIGH
mosaic,mild,29.07,7.77,68.5,HIGH
anthracnose,moderate,27.31,50.13,79.7,CRITICAL
mosaic,mild,30.63,14.67,70.2,MEDIUM
mosaic,mild,25.88,9.05,59.1,HIGH
anthracnose,severe,29.58,38.77,62.6,CRITICAL
anthracnose,moderate,23.41,77.59,78.7,HIGH
mosaic,mild,27.81,20.06,71.6,MEDIUM
mosaic,severe,30.38,1.93,52.1,CRITICAL
mosaic,mild,28.07,0.91,95.7,MEDIUM
mosaic,severe,30.66,6.16,64.7,CRITICAL
anthracnose,severe,32.01,43.05,77.0,HIGH
anthracnose,severe,26.51,32.79,81.5,CRITICAL
leaf_curl,moderate,24.56,26.29,64.4,CRITICAL
anthracnose,mild,24.09,52.93,70.6,HIGH
mosaic,severe,25.47,49.12,64.2,CRITICAL
mites,mild,27.11,3.51,45.4,HIGH
leaf_curl,moderate,23.59,82.18,86.9,HIGH
mites,severe,27.54,7.18,62.9,HIGH
mosaic,moderate,30.3,49.61,57.6,HIGH
mosaic,mild,32.26,4.19,72.3,HIGH
mosaic,moderate,28.78,36.05,86.0,MEDIUM
mosaic,severe,25.26,16.12,58.3,CRITICAL
mosaic,severe,30.77,0.11,95.5,CRITICAL
mosaic,mild,26.58,10.03,79.9,MEDIUM
mites,severe,28.0,14.87,58.0,CRITICAL
anthracnose,moderate,31.28,36.23,71.1,HIGH
mites,mild,34.35,2.04,61.6,HIGH
mosaic,mild,27.44,3.5,61.7,HIGH
mites,severe,28.25,11.8,53.1,CRITICAL
mosaic,mild,29.66,31.39,52.7,MEDIUM
anthracnose,mild,24.63,4.77,65.9,MEDIUM
mosaic,mild,30.5,5.61,60.6,HIGH
mites,mild,34.69,2.07,63.6,HIGH
anthracnose,moderate,27.51,1.55,86.0,HIGH
anthracnose,moderate,32.02,10.76,65.1,LOW
leaf_curl,mild,31.57,21.81,75.5,HIGH
mites,moderate,30.6,8.16,49.3,CRITICAL
leaf_curl,moderate,25.35,64.85,72.0,CRITICAL
leaf_curl,severe,27.72,10.61,63.0,CRITICAL
anthracnose,mild,25.92,34.49,71.4,MEDIUM
mosaic,mild,28.85,19.4,73.8,MEDIUM
mites,mild,29.46,1.02,72.2,MEDIUM
mites,mild,32.57,18.85,50.6,MEDIUM
mosaic,mild,25.29,13.31,63.3,MEDIUM
mosaic,mild,31.49,1.39,57.1,HIGH
anthracnose,mild,33.68,30.08,77.1,LOW
anthracnose,moderate,34.07,30.01,74.1,MEDIUM
anthracnose,moderate,29.28,66.4,87.1,CRITICAL
leaf_curl,moderate,28.5,16.47,85.6,CRITICAL
leaf_curl,moderate,28.9,7.93,71.9,CRITICAL
anthracnose,mild,33.43,118.23,86.8,MEDIUM
leaf_curl,mild,27.86,59.01,82.0,HIGH
mosaic,mild,23.74,31.41,70.1,LOW
anthracnose,mild,27.31,6.85,72.0,MEDIUM
mites,moderate,26.44,3.09,52.2,CRITICAL
leaf_curl,moderate,31.85,28.09,88.4,CRITICAL
leaf_curl,severe,27.01,6.7,100.0,CRITICAL
mosaic,severe,31.59,8.49,76.5,CRITICAL
anthracnose,severe,38.0,46.76,72.1,HIGH
anthracnose,moderate,30.62,3.5,86.3,HIGH
mosaic,moderate,28.7,8.82,85.0,CRITICAL
leaf_curl,mild,31.36,11.21,95.1,HIGH
mites,moderate,31.98,4.93,68.8,CRITICAL
mosaic,severe,35.38,6.12,78.0,CRITICAL
anthracnose,moderate,26.74,40.0,76.7,HIGH
anthracnose,moderate,26.95,104.61,78.6,CRITICAL
mosaic,mild,32.52,10.22,66.1,MEDIUM
anthracnose,moderate,26.76,29.3,90.8,CRITICAL
mosaic,moderate,30.19,1.51,71.6,CRITICAL
mites,mild,32.58,48.91,37.0,MEDIUM
anthracnose,mild,28.6,2.66,63.1,LOW
anthracnose,severe,26.51,40.67,82.3,CRITICAL
anthracnose,moderate,29.15,30.09,99.4,CRITICAL
anthracnose,mild,33.29,12.23,87.2,LOW
mosaic,moderate,25.75,21.07,81.4,HIGH
mites,severe,28.53,2.86,63.6,CRITICAL
mosaic,moderate,31.47,10.62,74.7,HIGH
anthracnose,severe,25.47,0.6,83.0,CRITICAL
anthracnose,severe,28.5,38.73,78.5,CRITICAL
anthracnose,severe,25.06,19.84,73.3,HIGH
mites,mild,35.51,7.79,60.0,MEDIUM
anthracnose,moderate,27.23,17.32,64.6,MEDIUM
mites,severe,29.25,31.73,55.4,HIGH
leaf_curl,severe,28.16,7.36,76.4,CRITICAL
mosaic,severe,27.91,2.66,72.8,CRITICAL
leaf_curl,severe,27.91,3.38,58.8,CRITICAL
mites,mild,33.33,0.11,64.4,HIGH
leaf_curl,moderate,21.79,15.13,85.5,HIGH
mosaic,severe,29.81,44.92,58.1,CRITICAL
anthracnose,moderate,32.58,2.78,86.3,MEDIUM
leaf_curl,mild,25.43,19.28,85.0,HIGH
anthracnose,mild,29.85,6.21,75.5,MEDIUM
leaf_curl,severe,27.35,65.79,70.5,CRITICAL
mites,severe,34.16,3.89,73.7,CRITICAL
mosaic,mild,29.56,8.45,63.6,HIGH
mosaic,severe,31.66,28.26,47.9,CRITICAL
mites,severe,34.01,13.31,54.3,CRITICAL
anthracnose,moderate,26.98,33.63,80.1,CRITICAL
anthracnose,severe,29.5,15.49,67.6,HIGH
leaf_curl,mild,29.94,2.36,75.1,HIGH
leaf_curl,severe,31.53,15.08,82.4,CRITICAL
mites,moderate,27.37,1.32,61.4,HIGH
leaf_curl,severe,25.09,44.5,89.1,CRITICAL
leaf_curl,mild,26.28,63.39,74.2,HIGH
leaf_curl,moderate,27.17,12.2,77.4,CRITICAL
mites,severe,32.52,11.3,53.2,CRITICAL
anthracnose,severe,31.91,4.64,66.5,HIGH
leaf_curl,severe,24.4,5.23,93.1,CRITICAL
leaf_curl,severe,27.95,5.75,85.9,CRITICAL
anthracnose,moderate,28.73,49.33,75.9,HIGH
anthracnose,mild,29.91,21.48,100.0,HIGH
leaf_curl,moderate,30.61,50.78,65.0,CRITICAL
mosaic,moderate,28.57,8.49,81.1,CRITICAL
leaf_curl,mild,34.13,47.56,97.4,MEDIUM
mosaic,severe,34.33,4.9,65.1,CRITICAL
mites,moderate,23.36,5.36,56.7,MEDIUM
mosaic,severe,30.22,3.89,88.5,CRITICAL
anthracnose,mild,28.4,13.98,70.2,MEDIUM
mosaic,mild,34.41,18.74,61.7,MEDIUM
leaf_curl,severe,26.54,14.93,84.4,CRITICAL
mosaic,severe,26.85,25.68,47.3,CRITICAL
anthracnose,severe,30.4,55.78,78.1,CRITICAL
anthracnose,severe,28.45,55.34,86.0,CRITICAL
mites,mild,33.66,12.11,52.3,MEDIUM
anthracnose,severe,25.47,1.56,59.4,HIGH
anthracnose,moderate,31.87,29.85,90.4,CRITICAL
mites,moderate,30.16,0.06,30.0,CRITICAL
anthracnose,severe,30.24,10.53,69.5,HIGH
anthracnose,mild,31.76,4.76,65.0,LOW
leaf_curl,moderate,25.15,58.25,73.6,CRITICAL
mosaic,severe,30.72,13.72,61.6,CRITICAL
mosaic,mild,27.78,91.93,58.0,MEDIUM
anthracnose,mild,31.2,66.32,74.7,HIGH
mites,severe,26.38,0.84,45.8,CRITICAL
anthracnose,moderate,29.21,61.23,73.7,CRITICAL
mosaic,severe,28.81,40.53,72.3,CRITICAL
anthracnose,severe,34.49,3.78,81.7,MEDIUM
mosaic,severe,31.6,16.94,48.7,CRITICAL
mosaic,mild,28.68,16.65,59.4,HIGH
mites,mild,32.54,3.68,59.6,HIGH
anthracnose,mild,27.68,16.25,100.0,MEDIUM
mites,mild,29.93,0.25,47.2,HIGH
leaf_curl,mild,31.43,45.4,70.9,HIGH
mites,mild,27.34,27.82,55.0,LOW
anthracnose,severe,34.56,7.46,72.9,LOW
mosaic,moderate,32.5,6.04,66.5,CRITICAL
leaf_curl,mild,30.37,44.7,78.9,HIGH
mites,moderate,30.2,2.06,67.6,CRITICAL
leaf_curl,severe,25.37,23.02,71.8,CRITICAL
mosaic,mild,27.78,36.63,76.3,LOW
anthracnose,moderate,27.47,74.06,65.2,CRITICAL
mosaic,moderate,29.23,19.93,59.2,CRITICAL
leaf_curl,severe,25.48,5.92,66.2,CRITICAL
mites,moderate,24.96,3.03,69.9,HIGH
mites,moderate,28.74,0.22,82.6,CRITICAL
mites,severe,26.86,13.5,71.6,HIGH
mites,moderate,25.85,2.84,61.9,HIGH
anthracnose,moderate,29.81,43.37,65.2,HIGH
mites,severe,25.49,6.64,86.9,HIGH
leaf_curl,severe,25.59,18.45,77.6,CRITICAL
leaf_curl,moderate,29.35,36.49,71.4,CRITICAL
mites,severe,35.16,1.22,55.3,CRITICAL
anthracnose,moderate,26.27,108.44,80.9,CRITICAL
anthracnose,mild,24.03,23.31,86.5,HIGH
mosaic,mild,34.47,32.97,87.2,LOW
mosaic,mild,32.54,15.29,81.5,MEDIUM
leaf_curl,severe,27.06,41.69,78.5,CRITICAL
anthracnose,mild,25.18,0.34,83.4,MEDIUM
anthracnose,mild,23.88,2.77,81.7,MEDIUM
anthracnose,moderate,26.61,69.08,71.6,CRITICAL
mites,moderate,32.28,1.68,43.0,CRITICAL
anthracnose,moderate,24.16,22.11,92.4,CRITICAL
leaf_curl,severe,31.53,8.94,79.5,CRITICAL
mosaic,severe,29.73,31.92,55.4,CRITICAL
leaf_curl,severe,28.69,31.18,85.3,CRITICAL
anthracnose,severe,22.32,29.31,81.7,CRITICAL
mites,mild,30.63,2.51,47.6,HIGH
anthracnose,mild,22.66,20.35,87.3,MEDIUM
anthracnose,moderate,37.11,60.95,75.4,HIGH
leaf_curl,severe,30.5,12.72,72.6,CRITICAL
anthracnose,mild,32.06,10.83,80.6,LOW
mites,moderate,34.34,6.84,59.5,HIGH
mosaic,severe,27.39,18.26,60.0,CRITICAL
mosaic,severe,22.43,20.18,77.4,MEDIUM
anthracnose,mild,22.53,11.12,69.9,LOW
leaf_curl,mild,29.29,66.29,89.9,MEDIUM
leaf_curl,severe,26.32,13.87,67.3,CRITICAL
leaf_curl,mild,31.08,5.21,78.5,HIGH
anthracnose,severe,29.91,0.93,73.0,HIGH
leaf_curl,moderate,22.4,16.2,74.4,CRITICAL
mites,mild,26.81,17.3,91.5,LOW
mites,severe,29.08,22.59,72.5,MEDIUM
mites,moderate,25.01,11.17,86.4,MEDIUM
mites,severe,33.72,46.11,44.2,CRITICAL
anthracnose,mild,27.96,0.19,65.8,MEDIUM
mites,moderate,32.4,4.39,65.4,CRITICAL
mites,severe,29.26,18.63,38.1,CRITICAL
mosaic,moderate,26.13,21.71,81.1,HIGH
leaf_curl,mild,24.56,20.11,59.0,HIGH
leaf_curl,moderate,24.56,1.93,59.6,CRITICAL
mites,mild,29.39,3.91,57.4,HIGH
anthracnose,mild,28.07,20.7,63.2,MEDIUM
anthracnose,mild,29.73,1.32,74.9,MEDIUM
leaf_curl,mild,23.01,25.83,98.1,HIGH
anthracnose,moderate,26.91,39.58,78.8,HIGH
mosaic,severe,26.61,9.57,52.1,CRITICAL
leaf_curl,severe,25.58,1.03,59.7,CRITICAL
mites,mild,26.94,2.0,71.5,MEDIUM
leaf_curl,moderate,23.77,20.3,64.9,CRITICAL
mosaic,severe,26.13,8.81,59.2,CRITICAL
mites,mild,33.69,3.91,62.1,HIGH
anthracnose,moderate,25.28,2.28,66.8,MEDIUM
anthracnose,mild,25.92,13.91,79.0,MEDIUM
anthracnose,mild,24.89,11.15,71.1,MEDIUM
mites,severe,26.86,9.93,76.4,HIGH
mosaic,severe,31.38,39.6,74.4,CRITICAL
anthracnose,moderate,31.1,29.26,82.3,CRITICAL
mosaic,moderate,23.78,4.16,63.6,HIGH
mites,severe,26.65,1.07,59.4,CRITICAL
leaf_curl,mild,26.82,7.47,75.1,HIGH
mites,moderate,35.8,1.73,49.2,CRITICAL
mosaic,severe,26.9,4.98,86.6,CRITICAL
leaf_curl,mild,24.3,12.51,79.7,HIGH
mites,severe,30.26,9.07,65.8,CRITICAL
mosaic,mild,32.39,38.36,45.4,MEDIUM
mites,moderate,29.93,13.37,48.2,CRITICAL
anthracnose,severe,26.41,35.62,77.8,CRITICAL
anthracnose,mild,27.55,14.05,80.5,MEDIUM
mites,severe,31.97,4.27,50.0,CRITICAL
anthracnose,severe,38.0,27.73,77.1,HIGH
leaf_curl,severe,25.45,29.13,74.9,CRITICAL
mites,severe,28.27,2.13,63.4,CRITICAL
mites,moderate,33.54,29.41,61.9,MEDIUM
leaf_curl,moderate,24.81,2.4,66.3,CRITICAL
anthracnose,severe,24.91,23.66,92.6,CRITICAL
leaf_curl,moderate,26.49,59.01,82.9,CRITICAL
mosaic,moderate,25.9,4.31,57.7,CRITICAL
