green_ratio,yellow_ratio,orange_ratio,avg_temp,max_temp,min_temp,ripeness_stage,taste,quality_grade,buying_recommendation
0.305,0.63,0.065,25.48,28.89,23.38,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.548,0.495,0.01,13.73,15.97,12.15,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.423,0.492,0.086,13.36,16.78,11.78,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.058,0.733,0.209,32.72,34.66,29.77,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.679,0.397,0.01,25.49,27.15,23.97,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.435,0.462,0.103,24.85,27.75,22.36,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.865,0.145,0.01,29.54,32.29,26.22,Unripe,Bitter vegetal,Grade_3,Do not buy
0.077,0.676,0.247,23.36,26.22,21.16,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.613,0.337,0.05,13.65,16.96,10.36,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.543,0.533,0.01,25.71,28.36,22.81,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.481,0.407,0.112,13.31,15.5,11.6,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.188,0.625,0.187,15.38,18.57,11.99,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.723,0.213,0.064,14.95,18.28,11.63,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.073,0.682,0.245,24.98,28.03,23.19,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.87,0.123,0.01,28.25,30.05,25.13,Unripe,Bitter vegetal,Grade_3,Do not buy
0.434,0.515,0.051,15.86,17.69,12.49,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.137,0.73,0.133,25.62,28.27,23.12,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.248,0.618,0.134,13.62,16.48,10.24,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.483,0.531,0.01,15.48,16.99,13.46,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.658,0.307,0.036,30.7,32.35,29.12,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.072,0.746,0.183,25.77,29.22,23.99,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.815,0.043,0.141,14.72,17.62,11.35,Unripe,Bland or bitter,Grade_3,Do not buy
0.283,0.59,0.127,30.78,32.82,27.99,Mostly Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.149,0.607,0.244,29.26,31.73,27.1,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.386,0.437,0.177,15.5,18.23,13.69,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.887,0.129,0.01,30.31,32.74,27.67,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.508,0.484,0.01,22.93,25.01,21.08,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.502,0.549,0.01,23.98,26.18,21.83,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.701,0.291,0.01,13.64,16.5,11.44,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.593,0.275,0.133,22.94,25.21,21.41,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.442,0.404,0.155,14.71,17.8,11.6,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.191,0.6,0.208,13.4,15.99,10.37,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.718,0.361,0.01,23.43,26.81,21.48,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.644,0.25,0.106,13.24,15.06,10.71,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.709,0.287,0.01,14.4,16.01,11.22,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.68,0.281,0.04,25.46,27.61,23.49,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.85,0.145,0.01,14.0,15.89,11.43,Unripe,Bland or bitter,Grade_3,Do not buy
0.52,0.407,0.073,25.83,27.84,24.13,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.891,0.112,0.01,14.93,17.48,13.2,Unripe,Bland or bitter,Grade_3,Do not buy
0.149,0.645,0.205,31.93,34.6,28.87,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.075,0.702,0.223,24.43,26.5,21.13,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.063,0.699,0.238,29.55,31.38,27.32,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.815,0.099,0.087,28.43,31.44,25.28,Unripe,Bitter vegetal,Grade_3,Do not buy
0.393,0.44,0.167,32.74,34.71,30.26,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.089,0.613,0.297,24.98,27.35,22.37,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.662,0.255,0.083,24.85,27.13,22.29,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.11,0.74,0.15,23.26,25.28,21.2,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.332,0.647,0.021,13.25,16.19,10.46,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.663,0.345,0.01,22.98,26.31,20.33,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.698,0.298,0.01,13.09,15.02,10.14,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.712,0.282,0.01,15.24,16.84,13.26,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.118,0.613,0.269,13.73,15.33,12.11,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.738,0.37,0.01,30.53,33.61,28.49,Color Break,Fermented or mushy,Grade_2,Buy and consume immediately
0.271,0.65,0.079,14.97,18.19,13.15,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.873,0.056,0.071,25.29,28.11,22.35,Unripe,Bitter vegetal,Grade_3,Do not buy
0.18,0.682,0.137,28.64,30.94,26.72,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.454,0.538,0.01,31.41,33.37,27.94,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.662,0.339,0.01,23.75,25.82,20.79,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.172,0.663,0.165,31.96,33.82,28.87,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.096,0.649,0.255,31.31,32.99,27.98,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.506,0.408,0.086,14.58,16.24,11.27,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.331,0.655,0.014,26.56,28.67,24.62,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.615,0.326,0.059,23.79,26.76,20.39,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.058,0.601,0.341,13.09,16.38,11.09,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.568,0.35,0.082,28.14,31.3,25.04,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.495,0.519,0.01,25.85,28.0,24.05,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.274,0.613,0.113,14.84,16.96,13.02,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.715,0.317,0.01,14.84,17.18,12.98,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.535,0.514,0.01,32.49,34.49,29.9,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.13,0.605,0.265,24.77,28.23,22.95,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.27,0.624,0.106,29.38,32.23,27.01,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.262,0.559,0.18,32.09,34.77,28.79,Mostly Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.372,0.471,0.157,15.25,17.77,11.76,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.186,0.697,0.117,30.07,32.0,27.99,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.135,0.75,0.115,31.97,33.67,28.57,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.058,0.694,0.248,25.28,27.58,23.4,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.204,0.678,0.118,14.71,18.13,12.91,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.646,0.308,0.047,14.48,17.03,12.31,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.592,0.36,0.048,24.84,28.2,21.4,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.128,0.621,0.251,15.56,18.23,12.73,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.693,0.376,0.01,32.79,35.4,29.48,Color Break,Fermented or mushy,Grade_2,Buy and consume immediately
0.475,0.445,0.08,32.33,34.81,30.61,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.813,0.071,0.117,31.92,34.54,29.6,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.293,0.623,0.084,32.36,35.63,30.84,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.527,0.441,0.032,13.12,16.42,10.04,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.108,0.7,0.191,25.37,28.4,23.38,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.926,0.075,0.01,14.6,16.52,12.24,Unripe,Bland or bitter,Grade_3,Do not buy
0.144,0.664,0.192,30.6,32.75,27.97,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.932,0.125,0.01,29.43,32.17,27.8,Unripe,Bitter vegetal,Grade_3,Do not buy
0.456,0.535,0.01,31.41,33.13,28.25,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.904,0.099,0.01,13.57,15.69,11.18,Unripe,Bland or bitter,Grade_3,Do not buy
0.574,0.224,0.202,30.67,32.18,29.11,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.515,0.43,0.055,30.13,33.57,26.86,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.339,0.567,0.094,23.15,24.97,20.38,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.055,0.644,0.301,28.33,31.67,26.14,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.732,0.389,0.01,24.82,27.41,21.66,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.172,0.688,0.14,15.8,18.27,13.16,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.892,0.125,0.01,23.47,26.93,20.04,Unripe,Bitter vegetal,Grade_3,Do not buy
0.582,0.236,0.182,14.7,16.27,12.55,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.303,0.694,0.01,30.82,34.05,27.41,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.485,0.482,0.033,22.7,24.43,19.84,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.839,0.087,0.074,29.3,31.88,26.91,Unripe,Bitter vegetal,Grade_3,Do not buy
0.277,0.674,0.049,14.28,17.61,12.43,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.925,0.048,0.027,32.62,34.77,30.83,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.224,0.656,0.12,23.73,26.82,21.65,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.069,0.746,0.184,31.05,33.31,28.54,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.404,0.479,0.117,15.65,18.4,12.51,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.681,0.368,0.01,23.86,26.77,21.91,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.151,0.601,0.248,25.97,28.19,24.14,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.816,0.139,0.045,15.99,18.42,14.08,Unripe,Bitter vegetal,Grade_3,Do not buy
0.41,0.43,0.16,31.17,32.71,28.07,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.739,0.206,0.054,13.14,15.8,10.59,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.85,0.095,0.055,23.53,26.41,20.21,Unripe,Bitter vegetal,Grade_3,Do not buy
0.45,0.454,0.095,29.97,33.17,27.72,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.886,0.033,0.081,31.39,32.9,28.12,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.363,0.543,0.094,28.46,31.04,25.94,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.582,0.274,0.144,15.02,17.39,13.35,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.57,0.294,0.136,14.59,17.17,11.9,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.882,0.042,0.077,29.98,31.6,27.3,Unripe,Bitter vegetal,Grade_3,Do not buy
0.462,0.499,0.039,15.5,18.47,12.49,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.234,0.595,0.172,14.41,17.65,11.05,Mostly Ripe,Bland or bitter,Grade_2,Highly recommended
0.617,0.213,0.169,24.47,27.65,22.24,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.165,0.635,0.2,26.75,28.56,23.76,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.221,0.637,0.141,30.5,33.84,27.75,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.134,0.622,0.244,15.57,18.33,13.91,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.873,0.055,0.072,13.6,17.06,10.53,Unripe,Bland or bitter,Grade_3,Do not buy
0.935,0.083,0.01,24.56,26.6,22.97,Unripe,Bitter vegetal,Grade_3,Do not buy
0.865,0.129,0.01,13.07,15.12,10.81,Unripe,Bland or bitter,Grade_3,Do not buy
0.497,0.541,0.01,22.55,25.5,19.7,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.617,0.234,0.149,31.64,33.82,29.56,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.592,0.253,0.155,13.28,16.28,11.13,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.117,0.708,0.176,14.74,17.33,11.27,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.093,0.696,0.21,30.09,32.23,27.51,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.119,0.663,0.218,26.36,28.75,23.28,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.31,0.658,0.032,25.32,27.89,23.6,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.882,0.03,0.087,32.86,36.03,30.73,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.464,0.497,0.039,26.91,29.68,24.33,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.735,0.386,0.01,14.54,17.31,12.04,Color Break,Bland or bitter,Grade_2,Can buy and ripen
0.371,0.43,0.2,14.44,16.5,11.59,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.939,0.072,0.01,29.23,31.38,25.81,Unripe,Bitter vegetal,Grade_3,Do not buy
0.827,0.067,0.105,26.82,30.19,23.75,Unripe,Bitter vegetal,Grade_3,Do not buy
0.734,0.261,0.01,13.74,16.6,11.11,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.237,0.631,0.132,24.65,27.05,21.29,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.135,0.615,0.249,25.88,29.13,23.79,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.201,0.607,0.191,14.07,16.87,11.09,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.8,0.105,0.094,14.77,17.5,12.35,Unripe,Bland or bitter,Grade_3,Do not buy
0.885,0.138,0.01,25.67,27.49,22.71,Unripe,Bitter vegetal,Grade_3,Do not buy
0.236,0.617,0.147,28.93,31.74,25.96,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.087,0.661,0.253,14.66,17.26,12.2,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.055,0.601,0.344,29.83,32.25,27.2,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.904,0.122,0.01,24.27,26.2,22.7,Unripe,Bitter vegetal,Grade_3,Do not buy
0.064,0.738,0.198,22.89,25.34,20.76,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.079,0.71,0.212,26.07,28.27,23.02,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.602,0.266,0.132,13.32,15.67,11.42,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.628,0.298,0.074,26.35,29.34,23.02,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.501,0.434,0.065,24.44,27.54,21.64,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.151,0.588,0.261,25.59,27.13,23.87,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.949,0.064,0.01,23.41,25.56,21.22,Unripe,Bitter vegetal,Grade_3,Do not buy
0.071,0.667,0.262,30.64,33.33,28.63,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.417,0.471,0.113,22.96,24.84,19.87,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.557,0.397,0.047,25.4,27.96,22.53,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.074,0.666,0.261,15.57,18.81,14.0,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.231,0.668,0.101,31.51,34.03,29.95,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.679,0.311,0.01,31.44,34.12,28.95,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.942,0.12,0.01,22.73,26.11,19.3,Unripe,Bitter vegetal,Grade_3,Do not buy
0.147,0.606,0.247,15.84,18.46,12.62,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.516,0.442,0.041,14.64,16.93,12.54,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.869,0.06,0.071,26.5,28.09,24.46,Unripe,Bitter vegetal,Grade_3,Do not buy
0.055,0.739,0.206,31.59,34.97,28.29,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.085,0.617,0.298,32.48,34.78,30.61,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.126,0.614,0.26,22.82,24.95,20.35,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.131,0.743,0.126,23.77,26.7,21.04,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.079,0.698,0.223,25.46,28.9,22.62,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.823,0.046,0.131,13.61,15.92,10.3,Unripe,Bland or bitter,Grade_3,Do not buy
0.182,0.554,0.264,32.86,36.12,30.45,Mostly Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.232,0.633,0.135,22.76,25.4,21.04,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.936,0.054,0.01,26.93,28.88,24.58,Unripe,Bitter vegetal,Grade_3,Do not buy
0.261,0.683,0.055,13.98,15.7,11.63,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.354,0.405,0.241,23.99,27.24,20.91,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.485,0.491,0.024,13.15,14.89,11.36,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.899,0.109,0.01,26.26,28.2,23.41,Unripe,Bitter vegetal,Grade_3,Do not buy
0.371,0.468,0.161,24.41,27.35,21.62,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.878,0.112,0.01,14.35,17.03,11.75,Unripe,Bland or bitter,Grade_3,Do not buy
0.461,0.509,0.03,32.26,34.26,29.55,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.688,0.294,0.018,15.63,18.62,12.61,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.95,0.138,0.01,26.49,28.74,23.21,Unripe,Bitter vegetal,Grade_3,Do not buy
0.095,0.647,0.257,26.75,28.85,24.68,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.428,0.4,0.172,14.4,15.98,11.37,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.584,0.326,0.09,29.46,31.74,26.45,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.811,0.134,0.055,25.41,28.03,23.41,Unripe,Bitter vegetal,Grade_3,Do not buy
0.545,0.519,0.01,14.24,16.36,12.28,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.082,0.632,0.286,15.72,18.71,13.77,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.394,0.542,0.064,27.45,30.21,25.75,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.735,0.312,0.01,23.53,26.85,20.38,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.183,0.681,0.137,13.82,17.19,11.04,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.223,0.617,0.16,23.15,25.21,21.16,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.597,0.239,0.165,24.14,26.57,22.61,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.646,0.211,0.142,15.93,18.41,14.38,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.906,0.077,0.017,14.59,17.85,11.22,Unripe,Bland or bitter,Grade_3,Do not buy
0.231,0.635,0.134,25.99,28.0,23.89,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.915,0.081,0.01,15.46,18.34,13.46,Unripe,Bitter vegetal,Grade_3,Do not buy
0.401,0.494,0.105,26.88,28.91,23.89,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.746,0.319,0.01,22.54,24.82,19.26,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.845,0.082,0.073,23.87,25.99,22.02,Unripe,Bitter vegetal,Grade_3,Do not buy
0.668,0.251,0.081,31.26,34.45,28.99,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.896,0.143,0.01,30.69,32.34,29.12,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.444,0.46,0.096,13.41,15.77,11.68,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.371,0.513,0.116,32.9,34.96,31.08,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.093,0.62,0.288,15.1,18.44,12.02,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.19,0.612,0.198,29.05,31.57,26.53,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.131,0.713,0.156,15.74,18.24,14.21,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.331,0.557,0.113,25.35,28.61,23.04,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.363,0.477,0.159,32.76,35.19,29.95,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.816,0.06,0.124,25.85,27.39,23.47,Unripe,Bitter vegetal,Grade_3,Do not buy
0.601,0.337,0.063,31.8,34.5,30.06,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.543,0.418,0.039,13.76,16.67,11.36,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.454,0.477,0.068,31.55,33.33,28.89,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.933,0.087,0.01,15.24,18.61,13.31,Unripe,Bitter vegetal,Grade_3,Do not buy
0.371,0.452,0.178,15.24,16.82,13.67,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.516,0.489,0.01,26.97,29.09,23.73,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.851,0.104,0.045,13.86,15.92,12.17,Unripe,Bland or bitter,Grade_3,Do not buy
0.392,0.436,0.172,30.14,32.02,26.94,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.291,0.563,0.146,26.08,27.74,23.77,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.279,0.603,0.118,13.82,15.77,11.01,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.287,0.653,0.06,29.69,32.98,26.61,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.189,0.64,0.171,22.55,24.84,20.84,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.517,0.483,0.01,25.91,28.73,23.26,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.556,0.24,0.204,13.8,16.41,11.88,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.207,0.687,0.106,23.85,25.49,22.3,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.34,0.659,0.01,27.4,29.41,24.36,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.403,0.431,0.166,22.6,25.48,19.95,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.068,0.689,0.244,24.97,26.5,23.34,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.37,0.463,0.167,15.44,18.48,13.37,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.861,0.093,0.046,13.4,16.57,10.3,Unripe,Bland or bitter,Grade_3,Do not buy
0.17,0.69,0.14,31.36,34.17,29.09,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.901,0.101,0.01,26.74,29.55,24.94,Unripe,Bitter vegetal,Grade_3,Do not buy
0.318,0.572,0.11,15.67,18.93,12.25,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.082,0.72,0.198,25.23,27.94,23.73,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.711,0.266,0.023,24.42,26.29,21.31,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.147,0.632,0.221,13.56,15.1,10.98,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.541,0.459,0.01,31.47,34.02,28.57,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.544,0.465,0.01,24.35,27.42,22.26,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.884,0.06,0.056,15.45,17.32,12.87,Unripe,Bitter vegetal,Grade_3,Do not buy
